mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
4	4	25/2	25/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6\		
5	5	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	24				
5	5	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	25				
6	6	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	26				
6	6	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	27				
7	7	17	17	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	28				
7	7	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	29				
7	7	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	30				
7	7	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	31				
7	7	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	32				
7	7	17	17	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	3		
7	7	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	33				
7	7	35/2	35/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	4\		
7	7	18	18	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6		
7	7	18	18	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	34				
7	7	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	35				
7	7	19	19	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	5	4	
7	7	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	36				
7	7	39/2	39/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	6	_	
7	7	20	20	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7	#	
7	7	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	37				
8	8	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	38				
8	8	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	39				
8	8	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	40				
8	8	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	41				
8	8	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	42				
8	8	22	22	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6		
8	8	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	43				
8	8	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	44				
8	8	23	23	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	8		
8	8	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	45				
8	8	47/2	47/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	7		
8	8	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	46				
8	8	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	47				
9	9	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	48				
9	9	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	49				
9	9	27	27	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	50				
9	9	25	25	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
9	9	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51				
9	9	26	26	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6\		
9	9	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52				
9	9	27	27	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	8		
9	9	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53				
9	9	55/2	55/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	h7		
9	9	28	28	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7		
9	9	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54				
10	10	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	55				
10	10	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	56				
10	10	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	57				
10	10	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	58				
10	10	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59				
10	10	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60				
10	10	31	31	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
10	10	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	61				
10	10	32	32	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
10	10	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62				
11	11	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	63				
11	11	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	64				
11	11	35	35	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	65				
11	11	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66				
11	11	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67				
11	11	35	35	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5h	
11	11	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	68				
11	11	36	36	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
11	11	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69				
11	11	73/2	73/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
12	12	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	70				
12	12	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	71				
12	12	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	72				
12	12	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	73				
12	12	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	74				
12	12	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	75				
12	12	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	76				
12	12	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	77				
13	13	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	78				
13	13	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	79				
13	13	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	80				
13	13	41	41	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4	
13	13	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	81				
13	13	42	42	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8	5	3
13	13	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	82				
13	13	85/2	85/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	7		
13	13	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	83				
